gene	I	II	III	IV
NTF3	1.1628	1.1628	1.7241	0
ANO2	1.1628	1.1628	1.7241	0
VWF	1.1628	1.1628	1.7241	0
CD9	1.1628	1.1628	1.7241	0
PLEKHG6	1.1628	1.1628	1.7241	0
TNFRSF1A	1.1628	1.1628	1.7241	0
SCNN1A	1.1628	1.1628	1.7241	0
LTBR	1.1628	1.1628	1.7241	0
CD27-AS1	1.1628	1.1628	1.7241	0
CD27	1.1628	1.1628	1.7241	0
TAPBPL	1.1628	1.1628	1.7241	0
VAMP1	1.1628	1.1628	1.7241	0
MRPL51	1.1628	1.1628	1.7241	0
NCAPD2	1.1628	1.1628	1.7241	0
SCARNA10	1.1628	1.1628	1.7241	0
GAPDH	1.1628	1.1628	1.7241	0
IFFO1	1.1628	1.1628	1.7241	0
NOP2	1.1628	1.1628	1.7241	0
CHD4	1.1628	1.1628	1.7241	0
SCARNA11	1.1628	1.1628	1.7241	0
LPAR5	1.1628	1.1628	1.7241	0
ACRBP	1.1628	1.1628	1.7241	0
ING4	1.1628	1.1628	1.7241	0
ZNF384	1.1628	1.1628	1.7241	0
PIANP	1.1628	1.1628	1.7241	0
COPS7A	1.1628	1.1628	1.7241	0
MLF2	1.1628	1.1628	1.7241	0
PTMS	1.1628	1.1628	1.7241	0
LAG3	1.1628	1.1628	1.7241	0
CD4	1.1628	1.1628	1.7241	0
GPR162	1.1628	1.1628	1.7241	0
LEPREL2	1.1628	1.1628	1.7241	0
GNB3	1.1628	1.1628	1.7241	0
CDCA3	1.1628	1.1628	1.7241	0
USP5	1.1628	1.1628	1.7241	0
SPSB2	1.1628	1.1628	1.7241	0
TPI1	1.1628	1.1628	1.7241	0
DSTNP2	1.1628	1.1628	1.7241	0
ENO2	1.1628	1.1628	1.7241	0
LRRC23	1.1628	1.1628	1.7241	0
RPL13P5	1.1628	1.1628	1.7241	0
ATN1	1.1628	1.1628	1.7241	0
C12orf57	1.1628	1.1628	1.7241	0
PTPN6	1.1628	1.1628	1.7241	0
MIR141	1.1628	1.1628	1.7241	0
MIR200C	1.1628	1.1628	1.7241	0
PHB2	1.1628	1.1628	1.7241	0
SCARNA12	1.1628	1.1628	1.7241	0
EMG1	1.1628	1.1628	1.7241	0
LPCAT3	1.1628	1.1628	1.7241	0
C1S	1.1628	1.1628	1.7241	0
C1R	1.1628	1.1628	1.7241	0
C1RL	1.1628	1.1628	1.7241	0
C1RL-AS1	1.1628	1.1628	1.7241	0
RBP5	1.1628	1.1628	1.7241	0
CLSTN3	1.1628	1.1628	1.7241	0
PEX5	1.1628	1.1628	1.7241	0
ACSM4	1.1628	1.1628	1.7241	0
CD163L1	1.1628	1.1628	1.7241	0
CD163	1.1628	1.1628	1.7241	0
APOBEC1	1.1628	1.1628	1.7241	0
GDF3	1.1628	1.1628	1.7241	0
DPPA3	1.1628	1.1628	1.7241	0
CLEC4C	1.1628	1.1628	1.7241	0
NANOGNB	1.1628	1.1628	1.7241	0
NANOG	1.1628	1.1628	1.7241	0
SLC2A14	1.1628	1.1628	1.7241	0
SLC2A3	1.1628	1.1628	1.7241	0
FOXJ2	1.1628	1.1628	1.7241	0
C3AR1	1.1628	1.1628	1.7241	0
NECAP1	1.1628	1.1628	1.7241	0
CLEC4A	1.1628	1.1628	1.7241	0
POU5F1P3	1.1628	1.1628	1.7241	0
FAM66C	1.1628	1.1628	1.7241	0
FAM86FP	1.1628	1.1628	1.7241	0
FAM90A1	1.1628	1.1628	1.7241	0
LINC00937	1.1628	1.1628	1.7241	0
ZNF705A	1.1628	1.1628	1.7241	0
CLEC6A	1.1628	1.1628	1.7241	0
CLEC4D	1.1628	1.1628	1.7241	0
CLEC4E	1.1628	1.1628	1.7241	0
AICDA	1.1628	1.1628	1.7241	1.7544
MFAP5	1.1628	1.1628	1.7241	1.7544
RIMKLB	1.1628	1.1628	1.7241	1.7544
A2ML1	2.3256	1.1628	1.7241	1.7544
PHC1	1.1628	1.1628	1.7241	1.7544
M6PR	1.1628	1.1628	1.7241	1.7544
KLRG1	1.1628	1.1628	1.7241	1.7544
LINC00612	1.1628	1.1628	1.7241	1.7544
A2M-AS1	1.1628	1.1628	1.7241	1.7544
A2M	1.1628	1.1628	1.7241	1.7544
PZP	1.1628	1.1628	1.7241	1.7544
A2MP1	1.1628	1.1628	1.7241	1.7544
LINC00987	1.1628	1.1628	1.7241	1.7544
MIR1244-1|chr12	1.1628	1.1628	1.7241	1.7544
MIR1244-2|chr12	1.1628	1.1628	1.7241	1.7544
hsa-mir-1244-3	1.1628	1.1628	1.7241	1.7544
DDX12P	1.1628	1.1628	1.7241	1.7544
LOC642846	1.1628	1.1628	1.7241	1.7544
KLRB1	1.1628	1.1628	1.7241	1.7544
LOC374443	1.1628	1.1628	1.7241	1.7544
CLEC2D	1.1628	1.1628	1.7241	1.7544
CLECL1	1.1628	1.1628	1.7241	1.7544
CD69	1.1628	1.1628	1.7241	1.7544
KLRF1	1.1628	1.1628	1.7241	1.7544
CLEC2B	1.1628	1.1628	1.7241	1.7544
KLRF2	1.1628	1.1628	1.7241	1.7544
CLEC2A	1.1628	1.1628	1.7241	1.7544
AC091814.2	1.1628	1.1628	1.7241	1.7544
CLEC12A	1.1628	1.1628	1.7241	1.7544
CLEC1B	1.1628	1.1628	1.7241	1.7544
CLEC12B	1.1628	1.1628	1.7241	1.7544
CLEC9A	1.1628	1.1628	1.7241	1.7544
CLEC1A	1.1628	1.1628	1.7241	1.7544
CLEC7A	1.1628	1.1628	1.7241	1.7544
OLR1	1.1628	1.1628	1.7241	1.7544
TMEM52B	1.1628	1.1628	1.7241	1.7544
GABARAPL1	1.1628	1.1628	1.7241	1.7544
KLRD1	1.1628	1.1628	1.7241	0
KLRC4-KLRK1	1.1628	1.1628	1.7241	0
KLRK1	1.1628	1.1628	1.7241	0
KLRC4	1.1628	1.1628	1.7241	0
KLRC1	1.1628	1.1628	1.7241	0
KLRC2	1.1628	1.1628	1.7241	0
KLRC3	1.1628	1.1628	1.7241	0
KLRAP1	1.1628	0	1.7241	0
MAGOHB	1.1628	0	1.7241	0
STYK1	1.1628	0	1.7241	0
YBX3	1.1628	0	1.7241	0
TAS2R7	1.1628	0	1.7241	0
TAS2R8	1.1628	0	1.7241	0
TAS2R9	1.1628	0	1.7241	0
TAS2R10	1.1628	0	1.7241	0
PRH1-PRR4	1.1628	0	1.7241	0
PRR4	1.1628	0	1.7241	0
PRH1	1.1628	0	1.7241	0
TAS2R13	1.1628	0	1.7241	0
PRH2	0	0	1.7241	0
TAS2R14	0	0	1.7241	0
TAS2R50	0	0	1.7241	0
TAS2R20	0	0	1.7241	0
LOC100129361	0	0	1.7241	0
TAS2R19	0	0	1.7241	0
TAS2R30	0	0	1.7241	0
TAS2R31	0	0	1.7241	0
TAS2R42	0	0	1.7241	0
TAS2R43	0	0	1.7241	0
TAS2R46	0	0	1.7241	0
PRB3	0	0	1.7241	0
PRB4	0	0	1.7241	0
PRB1	1.1628	0	1.7241	0
PRB2	1.1628	0	1.7241	0
RP11-434C1.1	0	0	1.7241	0
ETV6	0	0	1.7241	0
RNU6-19P|chr12	0	0	1.7241	0
BCL2L14	0	0	1.7241	0
LRP6	0	0	1.7241	0
MANSC1	0	0	1.7241	0
LOH12CR2	0	0	1.7241	0
LOH12CR1	0	0	1.7241	0
DUSP16	0	0	1.7241	0
CREBL2	0	0	1.7241	0
GPR19	0	0	1.7241	0
CDKN1B	-0	-0	-1.7241	-0
APOLD1	0	0	1.7241	0
MIR613	0	0	1.7241	0
DDX47	0	0	1.7241	0
RPL13AP20	0	0	1.7241	0
GPRC5A	0	0	1.7241	0
GPRC5D	0	0	1.7241	0
GSG1	0	0	1.7241	0
HEBP1	0	0	1.7241	0
HTR7P1	0	0	1.7241	0
KIAA1467	0	0	1.7241	0
MIR614	0	0	1.7241	0
RP11-392P7.6	0	0	1.7241	0
EMP1	0	0	1.7241	0
C12orf36	0	0	1.7241	0
GRIN2B	0	0	1.7241	0
ATF7IP	0	0	1.7241	0
PLBD1	0	0	1.7241	0
GUCY2C	0	0	1.7241	0
H2AFJ	0	0	1.7241	0
HIST4H4	0	0	1.7241	0
WBP11	0	0	1.7241	0
C12orf60	0	0	1.7241	0
SMCO3	0	0	1.7241	0
ART4	0	0	1.7241	0
MGP	0	0	1.7241	0
ERP27	0	0	1.7241	0
ARHGDIB	0	0	1.7241	0
PDE6H	0	0	1.7241	0
RERG	0	0	1.7241	0
RERG-AS1	0	0	1.7241	0
PTPRO	0	1.1628	1.7241	0
EPS8	0	1.1628	1.7241	0
STRAP	0	0	1.7241	0
DERA	0	0	1.7241	0
SLC15A5	0	1.1628	1.7241	0
MGST1	0	1.1628	1.7241	0
LMO3	0	1.1628	1.7241	1.7544
SKP1P2	0	0	1.7241	0
MIR3974	0	0	1.7241	0
RERGL	0	0	1.7241	0
PIK3C2G	0	1.1628	3.4483	1.7544
PLCZ1	0	1.1628	1.7241	1.7544
CAPZA3	0	1.1628	1.7241	1.7544
PLEKHA5	0	1.1628	3.4483	3.5088
AEBP2	0	1.1628	3.4483	3.5088
RP11-664H17.1	0	1.1628	3.4483	3.5088
PDE3A	0	1.1628	3.4483	3.5088
SLCO1C1	0	1.1628	3.4483	3.5088
SLCO1B3	0	1.1628	3.4483	3.5088
SLCO1B7	0	1.1628	3.4483	3.5088
SLCO1B1	0	1.1628	3.4483	3.5088
SLCO1A2	0	1.1628	3.4483	3.5088
IAPP	0	1.1628	3.4483	3.5088
PYROXD1	0	1.1628	3.4483	3.5088
RECQL	0	1.1628	3.4483	3.5088
GOLT1B	0	1.1628	3.4483	3.5088
C12orf39	0	1.1628	3.4483	3.5088
GYS2	0	1.1628	3.4483	3.5088
LDHB	0	1.1628	3.4483	3.5088
KCNJ8	0	1.1628	3.4483	1.7544
ABCC9	0	1.1628	3.4483	1.7544
CMAS	2.3256	1.1628	3.4483	1.7544
ST8SIA1	2.3256	1.1628	3.4483	5.2632
C2CD5	2.3256	1.1628	3.4483	5.2632
ETNK1	2.3256	1.1628	3.4483	3.5088
SOX5	3.4884	3.4884	3.4483	5.2632
MIR920	3.4884	3.4884	3.4483	1.7544
LINC00477	3.4884	3.4884	3.4483	1.7544
BCAT1	3.4884	3.4884	6.8966	12.2807
C12orf77	3.4884	3.4884	6.8966	12.2807
LRMP	3.4884	3.4884	6.8966	12.2807
CASC1	3.4884	4.6512	6.8966	15.7895
LYRM5	3.4884	4.6512	6.8966	15.7895
KRAS	3.4884	4.6512	6.8966	15.7895
IFLTD1	3.4884	4.6512	6.8966	14.0351
MIR4302	1.1628	3.4884	6.8966	12.2807
RASSF8-AS1	1.1628	3.4884	6.8966	10.5263
RASSF8	1.1628	3.4884	6.8966	10.5263
BHLHE41	0	3.4884	6.8966	8.7719
SSPN	0	3.4884	6.8966	8.7719
ITPR2	0	3.4884	6.8966	8.7719
ASUN	0	3.4884	3.4483	3.5088
FGFR1OP2	0	3.4884	3.4483	3.5088
TM7SF3	0	3.4884	3.4483	3.5088
MED21	0	3.4884	3.4483	3.5088
C12orf71	0	3.4884	5.1724	1.7544
STK38L	0	3.4884	3.4483	1.7544
ARNTL2	0	3.4884	3.4483	3.5088
RP11-165P7.1	0	3.4884	3.4483	3.5088
SMCO2	0	3.4884	3.4483	3.5088
PPFIBP1	0	3.4884	3.4483	3.5088
REP15	0	2.3256	3.4483	3.5088
MRPS35	0	2.3256	3.4483	3.5088
MANSC4	0	2.3256	3.4483	3.5088
KLHL42	0	2.3256	5.1724	3.5088
PTHLH	0	2.3256	5.1724	3.5088
CCDC91	1.1628	2.3256	5.1724	1.7544
FAR2	1.1628	2.3256	3.4483	3.5088
RP11-996F15.2	1.1628	2.3256	3.4483	1.7544
ERGIC2	1.1628	2.3256	3.4483	1.7544
OVCH1-AS1	1.1628	2.3256	5.1724	1.7544
OVCH1	1.1628	1.1628	5.1724	1.7544
TMTC1	1.1628	1.1628	5.1724	1.7544
IPO8	1.1628	0	3.4483	1.7544
CAPRIN2	1.1628	0	3.4483	1.7544
LINC00941	1.1628	0	3.4483	1.7544
TSPAN11	1.1628	0	3.4483	1.7544
DDX11-AS1	1.1628	0	5.1724	1.7544
DDX11	1.1628	1.1628	3.4483	1.7544
FAM60A	1.1628	1.1628	5.1724	1.7544
FLJ13224	1.1628	1.1628	5.1724	1.7544
DENND5B	1.1628	1.1628	6.8966	1.7544
DENND5B-AS1	1.1628	1.1628	5.1724	0
METTL20	1.1628	1.1628	5.1724	0
AMN1	1.1628	1.1628	5.1724	0
H3F3C	1.1628	1.1628	5.1724	0
KIAA1551	1.1628	2.3256	5.1724	0
RNU6-78P	1.1628	2.3256	5.1724	0
BICD1	1.1628	1.1628	5.1724	0
FGD4	1.1628	1.1628	5.1724	0
DNM1L	1.1628	0	3.4483	0
YARS2	1.1628	0	3.4483	0
PKP2	1.1628	0	3.4483	1.7544
ALG10B	1.1628	0	6.8966	1.7544
ALG10	1.1628	0	6.8966	1.7544
CPNE8	1.1628	0	6.8966	1.7544
SYT10	1.1628	0	6.8966	1.7544
KIF21A	1.1628	0	1.7241	0
ABCD2	1.1628	0	1.7241	0
C12orf40	1.1628	0	1.7241	0
SLC2A13	0	0	1.7241	0
LRRK2	0	0	1.7241	0
MUC19	0	0	1.7241	0
CNTN1	0	0	1.7241	0
PDZRN4	1.1628	0	1.7241	0
GXYLT1	1.1628	0	1.7241	0
YAF2	1.1628	0	1.7241	0
ZCRB1	1.1628	0	1.7241	0
PPHLN1	1.1628	0	1.7241	0
PRICKLE1	0	0	1.7241	0
RP11-609L23.1	0	0	1.7241	0
ADAMTS20	0	0	1.7241	0
PUS7L	0	0	0	0
IRAK4	0	0	0	0
TWF1	0	0	0	0
TMEM117	0	1.1628	0	0
NELL2	0	1.1628	0	0
DBX2	0	1.1628	0	0
RACGAP1P	0	1.1628	0	0
PLEKHA8P1	0	1.1628	0	0
RNY5	0	1.1628	0	0
ANO6	0	1.1628	0	0
LINC00938	0	1.1628	0	0
ARID2	1.1628	1.1628	0	0
SCAF11	0	1.1628	0	0
SLC38A1	0	1.1628	0	0
SLC38A2	0	1.1628	0	0
SLC38A4	0	1.1628	0	0
AMIGO2	0	1.1628	0	0
PCED1B	0	1.1628	0	0
MIR4698	0	0	0	0
PCED1B-AS1	0	0	0	0
RPAP3	0	0	0	0
ENDOU	0	0	0	0
RAPGEF3	0	0	0	0
SLC48A1	0	0	0	0
HDAC7	0	0	0	0
VDR	0	0	0	0
TMEM106C	0	0	0	0
COL2A1	0	0	0	0
SENP1	0	0	0	0
PFKM	0	0	0	0
MIR6505	0	0	0	0
ASB8	0	0	0	0
C12orf68	0	0	0	0
OR10AD1	0	0	0	0
H1FNT	0	0	0	0
ZNF641	0	0	0	0
ANP32D	0	0	0	0
C12orf54	0	0	0	0
OR8S1	0	0	0	0
LALBA	0	0	0	0
KANSL2	0	0	0	0
MIR1291	0	0	0	0
SNORA34	0	0	0	0
SNORA2A	0	0	0	0
SNORA2B	0	0	0	0
CCNT1	1.1628	0	0	0
LINC00935	1.1628	0	0	0
ADCY6	1.1628	0	0	0
MIR4701	1.1628	0	0	0
RP11-579D7.4	1.1628	0	0	0
CACNB3	1.1628	0	0	0
DDX23	1.1628	0	0	0
RND1	1.1628	0	0	0
CCDC65	1.1628	0	0	0
FKBP11	0	0	0	0
ARF3	0	0	0	0
WNT10B	0	0	0	0
WNT1	0	0	0	0
DDN	0	0	0	0
PRKAG1	0	0	0	0
KMT2D	0	0	0	0
RHEBL1	0	0	0	0
DHH	0	0	0	0
LMBR1L	0	0	0	0
TUBA1B	0	0	0	0
TUBA1A	0	0	0	0
TUBA1C	0	0	0	0
PRPH	0	0	0	0
C1QL4	0	0	0	0
TROAP	0	0	0	0
DNAJC22	0	0	0	0
SPATS2	0	0	0	0
LOC100335030	0	0	0	0
KCNH3	0	0	0	0
MCRS1	0	0	0	0
FAM186B	0	0	0	0
PRPF40B	0	0	0	0
FMNL3	0	0	0	0
TMBIM6	0	0	0	0
NCKAP5L	0	0	0	0
BCDIN3D-AS1	0	0	0	0
BCDIN3D	0	0	0	0
FAIM2	1.1628	0	1.7241	0
RP11-70F11.11	0	0	1.7241	0
RP11-70F11.8	0	0	1.7241	0
AQP2	0	0	0	0
LOC101927318	0	0	0	0
AQP5	0	0	0	0
AQP6	0	0	0	0
RACGAP1	0	0	0	0
ASIC1	0	0	0	0
SMARCD1	0	0	0	0
COX14	0	0	0	0
GPD1	0	0	0	0
CERS5	0	0	0	0
LIMA1	0	0	0	0
MIR1293	0	0	0	0
FAM186A	0	0	0	0
LARP4	0	0	0	0
DIP2B	0	0	0	0
ATF1	0	0	0	0
TMPRSS12	0	0	0	0
METTL7A	0	0	0	0
HIGD1C	0	0	0	0
SLC11A2	0	0	0	0
LETMD1	0	0	0	0
CSRNP2	0	0	0	0
TFCP2	0	0	0	0
POU6F1	0	0	0	0
DAZAP2	0	0	0	0
SMAGP	0	0	0	0
BIN2	0	0	1.7241	0
CELA1	0	0	1.7241	0
GALNT6	0	0	1.7241	0
SLC4A8	0	0	1.7241	0
SCN8A	0	0	1.7241	0
FIGNL2	0	0	0	0
ACVRL1	0	0	0	0
ANKRD33	0	0	0	0
ACVR1B	-1.1628	-1.1628	-0	-0
GRASP	1.1628	1.1628	0	0
NR4A1	1.1628	1.1628	0	0
ATG101	1.1628	1.1628	0	0
KRT80	1.1628	0	0	0
C12orf80	1.1628	0	0	0
LINC00592	1.1628	0	0	0
KRT7	1.1628	1.1628	0	0
KRT81	1.1628	0	0	0
KRT83	1.1628	0	0	0
KRT84	1.1628	0	0	0
KRT85	1.1628	0	0	0
KRT86	1.1628	0	0	0
KRT82	0	0	0	0
KRT6B	0	0	0	0
KRT6C	0	0	0	0
KRT75	0	0	0	0
KRT6A	0	0	0	0
KRT5	0	0	0	0
KRT71	0	0	0	0
KRT74	0	0	0	0
KRT72	0	0	0	0
KRT73	0	0	0	0
KRT2	0	0	0	0
KRT1	0	0	0	0
KRT77	0	0	0	0
KRT76	0	0	0	0
KRT3	0	0	0	0
KRT4	0	0	0	0
KRT79	0	0	0	0
KRT78	0	0	0	0
KRT8	0	2.3256	1.7241	0
KRT18	0	2.3256	1.7241	0
EIF4B	0	3.4884	1.7241	0
IGFBP6	0	3.4884	0	0
MIR6757	0	3.4884	0	0
RP11-983P16.4	0	3.4884	0	0
SOAT2	0	3.4884	0	0
SPRYD3	0	3.4884	0	0
TENC1	0	3.4884	0	0
CSAD	0	2.3256	0	0
ZNF740	0	2.3256	0	0
ITGB7	0	2.3256	0	0
RARG	0	2.3256	0	0
MFSD5	0	1.1628	0	0
ESPL1	0	1.1628	0	0
PFDN5	0	1.1628	0	0
C12orf10	0	1.1628	0	0
AAAS	0	1.1628	0	0
SP7	0	1.1628	0	0
SP1	0	1.1628	0	0
AMHR2	0	1.1628	0	0
PRR13	0	1.1628	0	0
PCBP2	0	1.1628	0	0
PCBP2-OT1	0	1.1628	0	0
MAP3K12	0	1.1628	0	0
TARBP2	0	1.1628	0	0
NPFF	0	1.1628	0	0
ATF7	0	1.1628	0	0
RP11-793H13.3	0	1.1628	0	0
ATP5G2	0	1.1628	0	0
CALCOCO1	0	1.1628	0	0
CISTR	0	1.1628	0	0
HOXC13-AS	0	0	0	0
HOXC13	0	0	0	0
HOXC12	0	0	1.7241	0
HOTAIR	0	0	1.7241	0
HOXC11	0	0	1.7241	0
HOXC10	0	1.1628	1.7241	0
MIR196A2	0	1.1628	0	0
HOXC-AS1	0	1.1628	0	0
HOXC-AS2	0	1.1628	0	0
HOXC9	0	1.1628	0	0
HOXC8	0	1.1628	0	0
HOXC4	0	1.1628	0	0
HOXC5	0	1.1628	0	0
HOXC6	0	1.1628	0	0
MIR615	0	1.1628	0	0
FLJ12825	0	1.1628	0	0
LOC100240735	0	1.1628	0	0
LOC100240734	0	1.1628	0	0
LOC400043	0	1.1628	0	0
SMUG1	0	1.1628	0	0
CBX5	0	1.1628	0	0
MIR3198-2	0	1.1628	0	0
HNRNPA1P10	0	1.1628	0	0
HNRNPA1	0	1.1628	0	0
NFE2	0	1.1628	0	0
COPZ1	0	1.1628	0	0
MIR148B	0	1.1628	0	0
GPR84	0	0	0	0
ZNF385A	0	0	0	0
ITGA5	0	0	0	0
GTSF1	0	0	0	0
NCKAP1L	0	0	0	0
PDE1B	0	0	0	0
PPP1R1A	0	0	0	0
GLYCAM1	0	1.1628	0	0
LACRT	0	1.1628	0	0
DCD	0	1.1628	0	0
MUCL1	0	1.1628	0	0
TESPA1	0	1.1628	0	1.7544
NEUROD4	0	1.1628	0	1.7544
OR9K2	0	0	0	1.7544
OR10A7	0	0	0	1.7544
OR6C74	0	0	0	1.7544
OR6C6	0	0	0	1.7544
OR6C1	0	0	0	1.7544
OR6C3	0	0	0	1.7544
OR6C75	0	0	0	1.7544
OR6C65	0	0	0	1.7544
OR6C76	0	0	0	1.7544
OR6C2	0	0	0	1.7544
OR6C70	0	0	0	1.7544
OR6C68	0	0	0	1.7544
OR6C4	0	0	0	3.5088
OR2AP1	0	0	0	3.5088
OR10P1	0	0	0	3.5088
METTL7B	0	0	0	3.5088
ITGA7	0	0	1.7241	3.5088
BLOC1S1-RDH5	0	0	1.7241	3.5088
BLOC1S1	0	0	1.7241	3.5088
RDH5	0	0	1.7241	3.5088
CD63	0	0	1.7241	3.5088
GDF11	0	0	1.7241	3.5088
SARNP	0	0	1.7241	3.5088
DNAJC14	0	0	0	3.5088
ORMDL2	0	0	0	3.5088
TMEM198B	0	0	0	3.5088
MMP19	0	0	0	3.5088
WIBG	0	2.3256	0	3.5088
DGKA	0	3.4884	0	3.5088
PMEL	0	3.4884	0	3.5088
CDK2	0	3.4884	1.7241	3.5088
RAB5B	0	3.4884	1.7241	5.2632
SUOX	0	3.4884	1.7241	5.2632
IKZF4	0	3.4884	1.7241	5.2632
RPS26	0	3.4884	1.7241	5.2632
ERBB3	0	3.4884	1.7241	5.2632
PA2G4	0	3.4884	1.7241	5.2632
RPL41	0	3.4884	0	5.2632
ZC3H10	0	3.4884	0	5.2632
ESYT1	0	3.4884	0	5.2632
MYL6B	0	2.3256	0	3.5088
MYL6	0	2.3256	0	3.5088
SMARCC2	0	2.3256	0	3.5088
RNF41	0	1.1628	0	3.5088
NABP2	0	1.1628	0	3.5088
SLC39A5	0	1.1628	0	3.5088
ANKRD52	0	1.1628	0	3.5088
COQ10A	0	1.1628	0	3.5088
CS	0	1.1628	0	3.5088
CNPY2	0	0	0	3.5088
PAN2	0	0	0	3.5088
IL23A	0	0	0	3.5088
STAT2	0	0	0	3.5088
APOF	0	0	0	3.5088
TIMELESS	0	0	0	3.5088
MIP	0	0	0	3.5088
SPRYD4	0	0	0	3.5088
GLS2	0	0	0	3.5088
RBMS2	0	1.1628	0	3.5088
BAZ2A	0	1.1628	0	3.5088
ATP5B	0	1.1628	0	3.5088
SNORD59B	0	1.1628	0	3.5088
SNORD59A	0	0	0	3.5088
PTGES3	0	0	1.7241	3.5088
NACA	0	0	1.7241	3.5088
PRIM1	0	0	1.7241	3.5088
HSD17B6	0	0	0	3.5088
SDR9C7	0	0	0	5.2632
RDH16	0	1.1628	0	5.2632
GPR182	0	1.1628	0	5.2632
ZBTB39	0	1.1628	0	5.2632
TAC3	0	1.1628	0	5.2632
MYO1A	0	1.1628	0	5.2632
TMEM194A	0	1.1628	0	5.2632
NAB2	0	1.1628	0	5.2632
STAT6	0	1.1628	0	5.2632
LRP1	0	2.3256	1.7241	5.2632
MIR1228	0	1.1628	1.7241	5.2632
NXPH4	0	2.3256	1.7241	5.2632
NDUFA4L2	0	2.3256	1.7241	5.2632
SHMT2	0	2.3256	1.7241	5.2632
STAC3	0	2.3256	1.7241	5.2632
R3HDM2	0	2.3256	1.7241	5.2632
INHBC	0	2.3256	0	3.5088
INHBE	0	2.3256	0	3.5088
GLI1	0	2.3256	0	5.2632
ARHGAP9	0	2.3256	0	5.2632
MARS	0	2.3256	0	5.2632
MIR6758	0	2.3256	0	5.2632
DDIT3	0	2.3256	0	5.2632
MBD6	0	2.3256	0	5.2632
hsa-mir-616	0	2.3256	0	5.2632
DCTN2	0	2.3256	0	5.2632
KIF5A	0	2.3256	0	5.2632
PIP4K2C	0	2.3256	0	5.2632
DTX3	0	2.3256	0	5.2632
ARHGEF25	0	2.3256	0	5.2632
SLC26A10	0	2.3256	0	5.2632
B4GALNT1	0	2.3256	0	5.2632
OS9	0	2.3256	0	7.0175
AGAP2-AS1	0	2.3256	0	7.0175
AGAP2	0	2.3256	0	7.0175
CDK4	0	2.3256	0	7.0175
MIR6759	0	2.3256	0	7.0175
TSPAN31	0	2.3256	0	7.0175
43899	0	2.3256	0	7.0175
CYP27B1	0	2.3256	0	7.0175
METTL1	0	2.3256	0	7.0175
METTL21B	0	2.3256	0	7.0175
TSFM	0	2.3256	0	7.0175
AVIL	0	2.3256	0	7.0175
CTDSP2	0	2.3256	0	7.0175
MIR26A2	0	2.3256	0	7.0175
RP11-620J15.3	0	2.3256	0	5.2632
XRCC6BP1	0	2.3256	0	5.2632
LRIG3	0	1.1628	0	1.7544
SLC16A7	0	1.1628	0	1.7544
FAM19A2	0	2.3256	3.4483	1.7544
MIR6125	0	2.3256	1.7241	1.7544
USP15	0	2.3256	1.7241	1.7544
MON2	0	1.1628	1.7241	1.7544
C12orf61	0	1.1628	1.7241	1.7544
MIRLET7I	0	1.1628	1.7241	1.7544
PPM1H	0	2.3256	1.7241	1.7544
AVPR1A	0	1.1628	1.7241	1.7544
DPY19L2	0	1.1628	1.7241	3.5088
TMEM5	0	2.3256	1.7241	3.5088
SRGAP1	0	2.3256	1.7241	3.5088
C12orf66	0	1.1628	1.7241	3.5088
C12orf56	0	1.1628	1.7241	3.5088
XPOT	0	1.1628	1.7241	3.5088
TBK1	0	1.1628	1.7241	3.5088
RASSF3	1.1628	1.1628	1.7241	3.5088
MIR548C	1.1628	1.1628	1.7241	3.5088
MIR548Z	1.1628	1.1628	1.7241	3.5088
GNS	0	1.1628	1.7241	3.5088
TBC1D30	0	1.1628	1.7241	5.2632
FLJ41278	0	1.1628	1.7241	5.2632
WIF1	-0	-1.1628	-1.7241	-5.2632
LEMD3	0	1.1628	1.7241	5.2632
MSRB3	0	1.1628	1.7241	3.5088
RPSAP52	0	1.1628	1.7241	3.5088
HMGA2	0	1.1628	1.7241	3.5088
MIR6074	0	1.1628	1.7241	3.5088
LLPH	0	1.1628	1.7241	3.5088
TMBIM4	0	1.1628	1.7241	3.5088
IRAK3	0	1.1628	1.7241	3.5088
MIR6502	0	1.1628	1.7241	3.5088
HELB	0	1.1628	1.7241	3.5088
GRIP1	0	1.1628	3.4483	3.5088
CAND1	0	1.1628	3.4483	3.5088
RP11-542B15.1	0	2.3256	1.7241	5.2632
DYRK2	0	1.1628	1.7241	5.2632
RP11-43N5.1	0	1.1628	1.7241	5.2632
IFNG-AS1	0	1.1628	1.7241	5.2632
IFNG	0	1.1628	1.7241	3.5088
IL26	0	1.1628	1.7241	5.2632
IL22	0	1.1628	1.7241	5.2632
MDM1	0	1.1628	1.7241	5.2632
RAP1B	1.1628	2.3256	3.4483	5.2632
SNORA70G	0	2.3256	3.4483	5.2632
RP11-637A17.2	1.1628	1.1628	3.4483	5.2632
NUP107	2.3256	2.3256	3.4483	5.2632
SLC35E3	2.3256	2.3256	3.4483	3.5088
LOC100130075	2.3256	2.3256	3.4483	3.5088
MDM2	3.4884	2.3256	3.4483	3.5088
CPM	3.4884	2.3256	5.1724	5.2632
CPSF6	3.4884	2.3256	6.8966	5.2632
MIR1279	3.4884	2.3256	6.8966	5.2632
LYZ	3.4884	3.4884	6.8966	5.2632
YEATS4	3.4884	3.4884	6.8966	5.2632
FRS2	3.4884	2.3256	6.8966	5.2632
