gene	I_gain	II_gain	III_gain	IV_gain	I_gain_ratio	II_gain_ratio	III_gain_ratio	IV_gain_ratio
ATG16L2	3	3	2	2	3.4884 	3.4884 	3.4483 	3.5088 
FCHSD2	3	3	2	2	3.4884 	3.4884 	3.4483 	3.5088 
P2RY2	2	3	2	2	2.3256 	3.4884 	3.4483 	3.5088 
P2RY6	2	3	2	2	2.3256 	3.4884 	3.4483 	3.5088 
ARHGEF17	2	3	2	2	2.3256 	3.4884 	3.4483 	3.5088 
RELT	2	3	2	2	2.3256 	3.4884 	3.4483 	3.5088 
FAM168A	2	3	2	2	2.3256 	3.4884 	3.4483 	3.5088 
PLEKHB1	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
RAB6A	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
MRPL48	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
COA4	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
PAAF1	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
DNAJB13	2	2	2	2	2.3256 	2.3256 	3.4483 	3.5088 
UCP2	2	2	2	2	2.3256 	2.3256 	3.4483 	3.5088 
UCP3	2	2	2	2	2.3256 	2.3256 	3.4483 	3.5088 
C2CD3	2	2	2	2	2.3256 	2.3256 	3.4483 	3.5088 
PPME1	2	2	1	2	2.3256 	2.3256 	1.7241 	3.5088 
P4HA3	2	2	1	3	2.3256 	2.3256 	1.7241 	5.2632 
PGM2L1	2	4	2	3	2.3256 	4.6512 	3.4483 	5.2632 
KCNE3	2	6	2	3	2.3256 	6.9767 	3.4483 	5.2632 
LIPT2	2	6	1	3	2.3256 	6.9767 	1.7241 	5.2632 
POLD3	2	6	1	3	2.3256 	6.9767 	1.7241 	5.2632 
CHRDL2	2	4	1	3	2.3256 	4.6512 	1.7241 	5.2632 
MIR4696	2	4	1	3	2.3256 	4.6512 	1.7241 	5.2632 
RNF169	2	4	1	4	2.3256 	4.6512 	1.7241 	7.0175 
XRRA1	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
SPCS2	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
NEU3	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
OR2AT4	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
SLCO2B1	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
TPBGL	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
ARRB1	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
MIR326	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
RPS3	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
SNORD15A	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
SNORD15B	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
KLHL35	2	2	1	4	2.3256 	2.3256 	1.7241 	7.0175 
GDPD5	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
SERPINH1	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
MAP6	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
MOGAT2	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
LOC283214	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
DGAT2	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
UVRAG	3	3	2	5	3.4884 	3.4884 	3.4483 	8.7719 
WNT11	1	3	1	4	1.1628 	3.4884 	1.7241 	7.0175 
PRKRIR	1	3	0	4	1.1628 	3.4884 	0.0000 	7.0175 
LOC100506127	1	3	0	4	1.1628 	3.4884 	0.0000 	7.0175 
C11orf30	1	3	1	4	1.1628 	3.4884 	1.7241 	7.0175 
LRRC32	2	3	1	4	2.3256 	3.4884 	1.7241 	7.0175 
GUCY2EP	2	3	1	4	2.3256 	3.4884 	1.7241 	7.0175 
TSKU	2	3	1	4	2.3256 	3.4884 	1.7241 	7.0175 
ACER3	3	3	1	4	3.4884 	3.4884 	1.7241 	7.0175 
B3GNT6	3	3	1	4	3.4884 	3.4884 	1.7241 	7.0175 
CAPN5	3	3	1	4	3.4884 	3.4884 	1.7241 	7.0175 
OMP	3	3	1	4	3.4884 	3.4884 	1.7241 	7.0175 
MYO7A	3	2	1	4	3.4884 	2.3256 	1.7241 	7.0175 
GDPD4	3	2	1	4	3.4884 	2.3256 	1.7241 	7.0175 
PAK1	3	2	1	5	3.4884 	2.3256 	1.7241 	8.7719 
AQP11	3	2	2	5	3.4884 	2.3256 	3.4483 	8.7719 
CLNS1A	3	2	2	5	3.4884 	2.3256 	3.4483 	8.7719 
RSF1	3	2	3	5	3.4884 	2.3256 	5.1724 	8.7719 
AAMDC	3	2	2	5	3.4884 	2.3256 	3.4483 	8.7719 
INTS4	3	4	2	5	3.4884 	4.6512 	3.4483 	8.7719 
KCTD14	3	4	2	5	3.4884 	4.6512 	3.4483 	8.7719 
NDUFC2-KCTD14	3	4	2	5	3.4884 	4.6512 	3.4483 	8.7719 
RNU6-83P|chr11	3	4	3	5	3.4884 	4.6512 	5.1724 	8.7719 
THRSP	3	4	2	5	3.4884 	4.6512 	3.4483 	8.7719 
NDUFC2	3	4	2	5	3.4884 	4.6512 	3.4483 	8.7719 
ALG8	2	4	3	5	2.3256 	4.6512 	5.1724 	8.7719 
KCTD21-AS1	2	3	3	5	2.3256 	3.4884 	5.1724 	8.7719 
KCTD21	2	3	2	5	2.3256 	3.4884 	3.4483 	8.7719 
USP35	2	3	2	5	2.3256 	3.4884 	3.4483 	8.7719 
GAB2	2	3	2	5	2.3256 	3.4884 	3.4483 	8.7719 
NARS2	2	3	2	5	2.3256 	3.4884 	3.4483 	8.7719 
TENM4	3	4	2	4	3.4884 	4.6512 	3.4483 	7.0175 
MIR708	2	4	2	3	2.3256 	4.6512 	3.4483 	5.2632 
MIR5579	2	4	2	3	2.3256 	4.6512 	3.4483 	5.2632 
MIR4300	1	3	1	2	1.1628 	3.4884 	1.7241 	3.5088 
FAM181B	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
PRCP	1	2	1	2	1.1628 	2.3256 	1.7241 	3.5088 
C11orf82	1	2	1	2	1.1628 	2.3256 	1.7241 	3.5088 
RAB30	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
SNORA70E	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
RAB30-AS1	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
PCF11	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
ANKRD42	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
CCDC90B	1	2	2	2	1.1628 	2.3256 	3.4483 	3.5088 
DLG2	2	2	2	2	2.3256 	2.3256 	3.4483 	3.5088 
TMEM126B	1	1	2	2	1.1628 	1.1628 	3.4483 	3.5088 
TMEM126A	1	1	2	2	1.1628 	1.1628 	3.4483 	3.5088 
CREBZF	1	1	2	2	1.1628 	1.1628 	3.4483 	3.5088 
CCDC89	2	1	2	2	2.3256 	1.1628 	3.4483 	3.5088 
SYTL2	2	1	2	2	2.3256 	1.1628 	3.4483 	3.5088 
CCDC83	2	1	2	2	2.3256 	1.1628 	3.4483 	3.5088 
PICALM	2	1	2	2	2.3256 	1.1628 	3.4483 	3.5088 
EED	2	1	1	2	2.3256 	1.1628 	1.7241 	3.5088 
MIR6755	2	1	1	2	2.3256 	1.1628 	1.7241 	3.5088 
C11orf73	2	1	1	2	2.3256 	1.1628 	1.7241 	3.5088 
CCDC81	2	1	1	2	2.3256 	1.1628 	1.7241 	3.5088 
ME3	2	1	1	2	2.3256 	1.1628 	1.7241 	3.5088 
PRSS23	1	1	1	2	1.1628 	1.1628 	1.7241 	3.5088 
OR7E2P	1	1	1	2	1.1628 	1.1628 	1.7241 	3.5088 
FZD4	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
RP11-736K20.6	0	1	1	2	0.0000 	1.1628 	1.7241 	3.5088 
TMEM135	0	1	0	2	0.0000 	1.1628 	0.0000 	3.5088 
RAB38	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
hsa-mir-3166	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
CTSC	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
GRM5-AS1	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
GRM5	0	0	1	1	0.0000 	0.0000 	1.7241 	1.7544 
TYR	1	0	1	1	1.1628 	0.0000 	1.7241 	1.7544 
NOX4	1	1	1	1	1.1628 	1.1628 	1.7241 	1.7544 
FOLH1B	1	1	0	1	1.1628 	1.1628 	0.0000 	1.7544 
MIR5692A1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM49C	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM49D1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM49D2P	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM49	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM53AP	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM64B	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM64	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
TRIM77	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
UBTFL1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
NAALAD2	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
CHORDC1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
DISC1FP1	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
MIR4490	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
hsa-mir-1261	1	0	0	0	1.1628 	0.0000 	0.0000 	0.0000 
FAT3	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
MTNR1B	2	0	0	0	2.3256 	0.0000 	0.0000 	0.0000 
CCDC67	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SLC36A4	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SMCO4	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
KIAA1731	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SCARNA9	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA25	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA1	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA32	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA8	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORD6	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
MIR1304	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA18	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORD5	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
SNORA40	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
TAF1D	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
C11orf54	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
MED17	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
VSTM5	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
HEPHL1	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
PANX1	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
FOLR4	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
GPR83	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
MRE11A	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
hsa-mir-548l	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
ANKRD49	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
C11orf97	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
FUT4	2	2	0	0	2.3256 	2.3256 	0.0000 	0.0000 
PIWIL4	2	1	0	0	2.3256 	1.1628 	0.0000 	0.0000 
AMOTL1	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CWC15	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
KDM4D	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
KDM4E	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
SRSF8	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
ENDOD1	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
LOC101929295	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
SESN3	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
LOC100129203	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
FAM76B	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CEP57	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
MTMR2	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
MAML2	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
MIR1260B	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CCDC82	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
JRKL	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
JRKL-AS1	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
MIR7976|chr11	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CNTN5	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ARHGAP42	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TMEM133	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
PGR	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC101054525	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
TRPC6	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MIR3920	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ANGPTL5	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
KIAA1377	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C11orf70	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
YAP1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
BIRC2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
BIRC3	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
TMEM123	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
MMP7	0	3	1	1	0.0000 	3.4884 	1.7241 	1.7544 
MMP20	0	3	1	2	0.0000 	3.4884 	1.7241 	3.5088 
MMP27	0	3	1	3	0.0000 	3.4884 	1.7241 	5.2632 
MMP8	0	3	1	3	0.0000 	3.4884 	1.7241 	5.2632 
MMP10	0	2	0	2	0.0000 	2.3256 	0.0000 	3.5088 
WTAPP1	0	2	0	2	0.0000 	2.3256 	0.0000 	3.5088 
MMP1	0	2	0	2	0.0000 	2.3256 	0.0000 	3.5088 
MMP3	0	2	0	2	0.0000 	2.3256 	0.0000 	3.5088 
MMP12	0	2	0	2	0.0000 	2.3256 	0.0000 	3.5088 
MMP13	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
DCUN1D5	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
DYNC2H1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MIR4693	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PDGFD	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
DDI1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
CASP12	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
LOC643733	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
CASP4	1	1	1	0	1.1628 	1.1628 	1.7241 	0.0000 
CASP5	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CASP1	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CARD16	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CARD17	1	1	0	0	1.1628 	1.1628 	0.0000 	0.0000 
CARD18	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GRIA4	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
MSANTD4	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
KBTBD3	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
AASDHPPT	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
GUCY1A2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CWF19L2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ALKBH8	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ELMOD1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
LOC643923	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SLN	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
SLC35F2	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
CUL5	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RAB39A	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ACAT1	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
NPAT	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
ATM	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
C11orf65	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
KDELC2	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
EXPH5	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
DDX10	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
C11orf87	0	1	1	0	0.0000 	1.1628 	1.7241 	0.0000 
ZC3H12C	0	1	0	0	0.0000 	1.1628 	0.0000 	0.0000 
RDX	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
FDX1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
ARHGAP20	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C11orf53	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
COLCA1	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
COLCA2	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
MIR4491	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
POU2AF1	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
RP11-794P6.1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
BTG4	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C11orf88	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR34B	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
MIR34C	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
LAYN	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
SIK2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PPP2R1B	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
ALG9	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
FDXACB1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C11orf1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
CRYAB	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
HSPB2-C11orf52	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
HSPB2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
C11orf52	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
DIXDC1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
DLAT	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
PIH1D2	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
C11orf57	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
TIMM8B	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
SDHD	1	2	0	0	1.1628 	2.3256 	0.0000 	0.0000 
IL18	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
TEX12	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
BCO2	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PTS	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
PLET1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
RP11-65M17.1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
NCAM1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
NCAM1-AS1	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
TTC12	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ANKK1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
DRD2	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
MIR4301	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
TMPRSS5	0	3	1	0	0.0000 	3.4884 	1.7241 	0.0000 
ZW10	0	3	1	0	0.0000 	3.4884 	1.7241 	0.0000 
CLDN25	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
USP28	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
HTR3B	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
HTR3A	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
ZBTB16	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
NNMT	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
C11orf71	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
RBM7	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
REXO2	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
NXPE1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
NXPE4	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
NXPE2	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
CADM1	0	2	1	0	0.0000 	2.3256 	1.7241 	0.0000 
LINC00900	0	2	0	0	0.0000 	2.3256 	0.0000 	0.0000 
BUD13	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
ZPR1	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
APOA5	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
APOA4	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
APOC3	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
APOA1	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
SIK3	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
PAFAH1B2	0	3	0	1	0.0000 	3.4884 	0.0000 	1.7544 
SIDT2	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
LOC100652768	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
TAGLN	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
PCSK7	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
RNF214	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
BACE1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
BACE1-AS	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
CEP164	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
DSCAML1	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
FXYD2	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
FXYD6-FXYD2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
FXYD6	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TMPRSS13	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
IL10RA	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TMPRSS4-AS1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TMPRSS4	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
SCN4B	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
SCN2B	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
AMICA1	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
MPZL3	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
MPZL2	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
CD3E	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
CD3D	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
CD3G	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
UBE4A	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
LOC100131626	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ATP5L	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
KMT2A	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TMEM25	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
TTC36	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
IFT46	1	4	0	2	1.1628 	4.6512 	0.0000 	3.5088 
ARCN1	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
PHLDB1	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
MIR6716	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
TREH	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
DDX6	0	4	0	2	0.0000 	4.6512 	0.0000 	3.5088 
CXCR5	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
BCL9L	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
MIR4492	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
UPK2	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
FOXR1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
CCDC84	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
RPL23AP64	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
RPS25	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
MIR3656	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
TRAPPC4	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
SLC37A4	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
HYOU1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
VPS11	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
HMBS	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
DPAGT1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
H2AFX	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
C2CD2L	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
HINFP	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
ABCG4	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
NLRX1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
PDZD3	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
CCDC153	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
CBL	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
MCAM	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
MIR6756	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
RNF26	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
C1QTNF5	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
USP2	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
USP2-AS1	0	3	0	2	0.0000 	3.4884 	0.0000 	3.5088 
